date,hour,day_of_week,street,subtype,roadtype,geo
2021-09-28,21,3,I-20 W,,3,POINT(-84.455092 33.750938)
2021-09-28,11,3,I-75 N,,3,POINT(-84.384045 33.748587)
2021-09-28,12,3,I-75 S,,3,POINT(-84.405387 33.802006)
2021-09-28,21,3,I-75 S,,3,POINT(-84.391467 33.785851)
2021-09-28,14,3,I-75 S,,3,POINT(-84.391523 33.787512)
2021-09-28,20,3,E Lake Rd,,6,POINT(-84.319284 33.76954)
2021-09-28,19,3,to I-85 S,,4,POINT(-84.384343 33.804266)
2021-09-28,16,3,I-75 N HOV,,3,POINT(-84.382191 33.749897)
2021-09-28,14,3,I-75 S HOV,,3,POINT(-84.391292 33.787223)
2021-09-28,19,3,Kings Ct NE,,1,POINT(-84.357023 33.788585)
2021-09-28,21,3,Briarcliff Rd,,7,POINT(-84.336386 33.793246)
2021-09-28,19,3,Briarcliff Rd,,7,POINT(-84.336416 33.799567)
2021-09-28,5,3,Carnegie Way NW,,1,POINT(-84.389624 33.759434)
2021-09-28,13,3,Northside Dr NW,,6,POINT(-84.407809 33.802419)
2021-09-28,20,3,Northside Dr NW,,6,POINT(-84.406348 33.77141)
2021-09-28,20,3,Northside Dr NW,,6,POINT(-84.407782 33.789234)
2021-09-28,21,3,Bellemeade Ave NW,,1,POINT(-84.408515 33.80028)
2021-09-28,15,3,Chattahoochee Ave NW,,2,POINT(-84.418409 33.799679)
2021-09-28,16,3,Exit 61A: Maynard Ter,,4,POINT(-84.336488 33.74492)
2021-09-28,16,3,Ivan Allen Junior Blvd NW,,7,POINT(-84.395482 33.764601)
2021-09-28,0,3,Centennial Olympic Park Dr,,7,POINT(-84.393068 33.758263)
2021-09-28,0,3,Centennial Olympic Park Dr,,7,POINT(-84.392091 33.759666)
2021-09-28,5,3,Centennial Olympic Park Dr,,7,POINT(-84.392874 33.758421)
2021-09-28,20,3,John Lewis Freedom Pkwy NE,,6,POINT(-84.369508 33.760526)
2021-09-28,21,3,Exit 85: I-75 N / Marietta / Chattanooga,,4,POINT(-84.392172 33.799421)
2021-09-28,22,3,,JAM_HEAVY_TRAFFIC,4,POINT(-84.390144 33.765598)
2021-09-28,12,3,,JAM_HEAVY_TRAFFIC,4,POINT(-84.405832 33.801995)
2021-09-28,21,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.383995 33.743285)
2021-09-28,11,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.440688 33.748129)
2021-09-28,21,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.379056 33.743255)
2021-09-28,20,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.351133 33.744974)
2021-09-28,12,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.426334 33.74455)
2021-09-28,12,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.429916 33.746281)
2021-09-28,21,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.443328 33.749949)
2021-09-28,21,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.358078 33.743416)
2021-09-28,21,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.417576 33.741431)
2021-09-28,20,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.413997 33.741287)
2021-09-28,20,3,I-20 E,JAM_HEAVY_TRAFFIC,3,POINT(-84.341876 33.745333)
2021-09-28,12,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.323288 33.728802)
2021-09-28,12,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.328294 33.739907)
2021-09-28,11,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.347101 33.745656)
2021-09-28,12,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.380105 33.74344)
2021-09-28,22,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.374897 33.743486)
2021-09-28,21,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.439394 33.747692)
2021-09-28,19,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.378214 33.743448)
2021-09-28,12,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.324215 33.735778)
2021-09-28,19,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.42173 33.742433)
2021-09-28,17,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.437618 33.747222)
2021-09-28,20,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.451332 33.751102)
2021-09-28,21,3,I-20 W,JAM_HEAVY_TRAFFIC,3,POINT(-84.448679 33.751594)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.393329 33.727263)
2021-09-28,18,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378919 33.752983)
2021-09-28,12,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.397931 33.717184)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378625 33.758758)
2021-09-28,21,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.397995 33.717031)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.390823 33.778615)
2021-09-28,17,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.391885 33.734952)
2021-09-28,16,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378673 33.758965)
2021-09-28,12,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.390817 33.789034)
2021-09-28,10,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.392347 33.730324)
2021-09-28,22,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.396823 33.719106)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378411 33.757817)
2021-09-28,19,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378649 33.753538)
2021-09-28,20,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.390262 33.744558)
2021-09-28,12,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.390546 33.744257)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.38475 33.748298)
2021-09-28,19,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.387006 33.747181)
2021-09-28,12,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.379103 33.759885)
2021-09-28,10,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.39272 33.72922)
2021-09-28,19,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.379761 33.751814)
2021-09-28,20,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378417 33.757853)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.380444 33.761292)
2021-09-28,21,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.392944 33.728593)
2021-09-28,12,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.386322 33.747599)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378347 33.757063)
2021-09-28,12,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.395384 33.721056)
2021-09-28,20,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.391911 33.733709)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.391932 33.73305)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.380518 33.751134)
2021-09-28,21,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.394025 33.723125)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.38414 33.748546)
2021-09-28,20,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.380521 33.761351)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.378375 33.754649)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.391906 33.73394)
2021-09-28,17,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.398274 33.716369)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.399412 33.714029)
2021-09-28,11,3,I-75 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.391365 33.742599)
2021-09-28,18,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.378624 33.755888)
2021-09-28,13,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390539 33.769359)
2021-09-28,17,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391177 33.779003)
2021-09-28,12,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.400049 33.801013)
2021-09-28,12,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.412057 33.804463)
2021-09-28,12,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.401829 33.801335)
2021-09-28,14,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390527 33.770575)
2021-09-28,22,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.401832 33.801336)
2021-09-28,15,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391117 33.777872)
2021-09-28,11,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.394639 33.796046)
2021-09-28,14,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391536 33.787909)
2021-09-28,14,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390381 33.768619)
2021-09-28,22,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.383718 33.749052)
2021-09-28,15,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391168 33.778633)
2021-09-28,21,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.401834 33.801336)
2021-09-28,19,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.383892 33.763754)
2021-09-28,0,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.379722 33.752332)
2021-09-28,10,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390541 33.769384)
2021-09-28,0,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390408 33.771908)
2021-09-28,20,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391497 33.786727)
2021-09-28,16,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391366 33.784328)
2021-09-28,15,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.386608 33.747737)
2021-09-28,11,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391173 33.778865)
2021-09-28,15,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390353 33.773671)
2021-09-28,11,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391513 33.787231)
2021-09-28,17,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.383149 33.749402)
2021-09-28,16,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.388465 33.766925)
2021-09-28,20,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390529 33.769188)
2021-09-28,21,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.393118 33.793432)
2021-09-28,0,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.394038 33.795017)
2021-09-28,11,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390868 33.776241)
2021-09-28,21,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.390924 33.776467)
2021-09-28,11,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.3885 33.766944)
2021-09-28,23,3,I-75 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.382537 33.762546)
2021-09-28,12,3,I-85 N,JAM_HEAVY_TRAFFIC,3,POINT(-84.392737 33.794164)
2021-09-28,11,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.389072 33.801082)
2021-09-28,18,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.392214 33.791927)
2021-09-28,11,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.393596 33.796904)
2021-09-28,18,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.393561 33.795384)
2021-09-28,17,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.392735 33.798727)
2021-09-28,19,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.393685 33.796067)
2021-09-28,20,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.383896 33.804458)
2021-09-28,11,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.391554 33.788937)
2021-09-28,17,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.393689 33.79619)
2021-09-28,20,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.393427 33.797626)
2021-09-28,15,3,I-85 S,JAM_HEAVY_TRAFFIC,3,POINT(-84.389852 33.800666)
2021-09-28,21,3,to I-20 E,JAM_HEAVY_TRAFFIC,4,POINT(-84.383322 33.743263)
2021-09-28,21,3,to I-20 W,JAM_HEAVY_TRAFFIC,4,POINT(-84.450828 33.751209)
2021-09-28,21,3,to I-75 S,JAM_HEAVY_TRAFFIC,4,POINT(-84.410013 33.803355)
2021-09-28,12,3,to I-85 N,JAM_HEAVY_TRAFFIC,4,POINT(-84.392809 33.794565)
2021-09-28,20,3,10th St NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.392428 33.781544)
2021-09-28,22,3,14th St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.385685 33.786659)
2021-09-28,19,3,14th St NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.39065 33.786554)
2021-09-28,22,3,17th St NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.410086 33.790747)
2021-09-28,12,3,Haygood Dr,JAM_HEAVY_TRAFFIC,1,POINT(-84.319599 33.795184)
2021-09-28,13,3,Haygood Dr,JAM_HEAVY_TRAFFIC,1,POINT(-84.320068 33.795284)
2021-09-28,20,3,Huff Rd NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.426651 33.788842)
2021-09-28,22,3,I-75 N HOV,JAM_HEAVY_TRAFFIC,3,POINT(-84.391734 33.740646)
2021-09-28,22,3,I-75 N HOV,JAM_HEAVY_TRAFFIC,3,POINT(-84.400769 33.712514)
2021-09-28,21,3,I-75 N HOV,JAM_HEAVY_TRAFFIC,3,POINT(-84.391584 33.742114)
2021-09-28,11,3,I-75 S HOV,JAM_HEAVY_TRAFFIC,3,POINT(-84.391292 33.787136)
2021-09-28,20,3,Ferst Dr NW,JAM_HEAVY_TRAFFIC,1,POINT(-84.395388 33.777112)
2021-09-28,20,3,Ferst Dr NW,JAM_HEAVY_TRAFFIC,1,POINT(-84.398976 33.778271)
2021-09-28,19,3,Wyman St SE,JAM_HEAVY_TRAFFIC,2,POINT(-84.333204 33.748525)
2021-09-28,11,3,Boulevard SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.371315 33.752062)
2021-09-28,11,3,Boulevard SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.368113 33.747192)
2021-09-28,20,3,Boulevard SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.371641 33.752798)
2021-09-28,21,3,Boulevard SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.369109 33.748658)
2021-09-28,11,3,Boulevard SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.371375 33.752294)
2021-09-28,20,3,Foster St NW,JAM_HEAVY_TRAFFIC,1,POINT(-84.413689 33.787685)
2021-09-28,21,3,Monroe Dr NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.369457 33.779332)
2021-09-28,19,3,N Decatur Rd,JAM_HEAVY_TRAFFIC,7,POINT(-84.33624 33.790501)
2021-09-28,20,3,N Decatur Rd,JAM_HEAVY_TRAFFIC,7,POINT(-84.322151 33.788527)
2021-09-28,20,3,N Decatur Rd,JAM_HEAVY_TRAFFIC,7,POINT(-84.321679 33.788634)
2021-09-28,21,3,North Ave NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.36219 33.771132)
2021-09-28,13,3,North Ave NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.390514 33.771289)
2021-09-28,20,3,Spring St NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.388841 33.772349)
2021-09-28,20,3,Spring St NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.388832 33.773561)
2021-09-28,22,3,Spring St NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.389018 33.784444)
2021-09-28,12,3,Briarcliff Rd,JAM_HEAVY_TRAFFIC,7,POINT(-84.336674 33.800027)
2021-09-28,21,3,Briarcliff Rd,JAM_HEAVY_TRAFFIC,7,POINT(-84.337874 33.804219)
2021-09-28,19,3,Briarcliff Rd,JAM_HEAVY_TRAFFIC,7,POINT(-84.33812 33.803416)
2021-09-28,20,3,Clifton Rd NE,JAM_HEAVY_TRAFFIC,1,POINT(-84.330553 33.774436)
2021-09-28,11,3,Custer Ave SE,JAM_HEAVY_TRAFFIC,2,POINT(-84.356131 33.716989)
2021-09-28,21,3,DeKalb Ave NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.362865 33.753706)
2021-09-28,12,3,Deering Rd NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.402061 33.796171)
2021-09-28,12,3,Deering Rd NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.397709 33.796168)
2021-09-28,12,3,Deering Rd NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.393434 33.798893)
2021-09-28,12,3,Deering Rd NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.399783 33.796178)
2021-09-28,12,3,Deering Rd NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.395481 33.797356)
2021-09-28,17,3,Defoor Ave NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.420097 33.80207)
2021-09-28,20,3,Juniper St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.383251 33.772998)
2021-09-28,19,3,Juniper St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.382417 33.782456)
2021-09-28,19,3,Juniper St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.382541 33.781208)
2021-09-28,20,3,Exit 247: I-20,JAM_HEAVY_TRAFFIC,4,POINT(-84.391466 33.74032)
2021-09-28,17,3,Exit 247: I-20,JAM_HEAVY_TRAFFIC,4,POINT(-84.391291 33.741278)
2021-09-28,12,3,Memorial Dr SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.32028 33.747354)
2021-09-28,21,3,Techwood Dr NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.391614 33.781751)
2021-09-28,22,3,Techwood Dr NW,JAM_HEAVY_TRAFFIC,2,POINT(-84.391816 33.783475)
2021-09-28,21,3,Courtland St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.384135 33.763153)
2021-09-28,20,3,Courtland St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.384215 33.758864)
2021-09-28,21,3,Courtland St NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.384227 33.758146)
2021-09-28,22,3,Glenwood Ave SE,JAM_HEAVY_TRAFFIC,2,POINT(-84.367665 33.742531)
2021-09-28,12,3,Houston Mill Rd,JAM_HEAVY_TRAFFIC,2,POINT(-84.322839 33.801079)
2021-09-28,19,3,Moreland Ave NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.348984 33.773792)
2021-09-28,22,3,Moreland Ave NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.349007 33.770837)
2021-09-28,16,3,Moreland Ave SE,JAM_HEAVY_TRAFFIC,6,POINT(-84.349217 33.743668)
2021-09-28,21,3,Moreland Ave SE,JAM_HEAVY_TRAFFIC,6,POINT(-84.349255 33.741206)
2021-09-28,16,3,Moreland Ave SE,JAM_HEAVY_TRAFFIC,6,POINT(-84.349261 33.740828)
2021-09-28,21,3,Northside Dr NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.407853 33.793962)
2021-09-28,21,3,Northside Dr NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.407799 33.805198)
2021-09-28,12,3,Northside Dr NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.4078 33.805093)
2021-09-28,22,3,Northside Dr NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.407401 33.77203)
2021-09-28,21,3,Northside Dr NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.406987 33.771786)
2021-09-28,17,3,Northside Dr NW,JAM_HEAVY_TRAFFIC,6,POINT(-84.407827 33.800455)
2021-09-28,21,3,Northside Dr SW,JAM_HEAVY_TRAFFIC,6,POINT(-84.402822 33.752887)
2021-09-28,12,3,Peachtree St NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.391728 33.798933)
2021-09-28,12,3,Piedmont Ave NE,JAM_HEAVY_TRAFFIC,7,POINT(-84.3672 33.803358)
2021-09-28,16,3,Piedmont Ave SE,JAM_HEAVY_TRAFFIC,7,POINT(-84.384447 33.752334)
2021-09-28,20,3,Virginia Ave NE,JAM_HEAVY_TRAFFIC,2,POINT(-84.359411 33.78203)
2021-09-28,22,3,Bellemeade Ave NW,JAM_HEAVY_TRAFFIC,1,POINT(-84.410613 33.800321)
2021-09-28,17,3,Bellemeade Ave NW,JAM_HEAVY_TRAFFIC,1,POINT(-84.412482 33.800369)
2021-09-28,21,3,Howell Mill Rd NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.413874 33.803912)
2021-09-28,20,3,Howell Mill Rd NW,JAM_HEAVY_TRAFFIC,7,POINT(-84.414671 33.802747)
2021-09-28,13,3,N Highland Ave NE,JAM_HEAVY_TRAFFIC,2,POINT(-84.353301 33.779621)
2021-09-28,20,3,N Highland Ave NE,JAM_HEAVY_TRAFFIC,2,POINT(-84.353137 33.779175)
2021-09-28,11,3,W Peachtree St NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.387778 33.791597)
2021-09-28,11,3,Fayetteville Rd SE,JAM_HEAVY_TRAFFIC,2,POINT(-84.326941 33.723742)
2021-09-28,21,3,Fayetteville Rd SE,JAM_HEAVY_TRAFFIC,2,POINT(-84.326841 33.723796)
2021-09-28,21,3,to I-75 N / I-85 N,JAM_HEAVY_TRAFFIC,4,POINT(-84.389851 33.769966)
2021-09-28,11,3,to I-75 N / I-85 N,JAM_HEAVY_TRAFFIC,4,POINT(-84.383282 33.748652)
2021-09-28,21,3,to I-75 S / I-85 S,JAM_HEAVY_TRAFFIC,4,POINT(-84.391593 33.780961)
2021-09-28,11,3,to I-20 E / Augusta,JAM_HEAVY_TRAFFIC,4,POINT(-84.390141 33.745516)
2021-09-28,22,3,E Rock Springs Rd NE,JAM_HEAVY_TRAFFIC,2,POINT(-84.351352 33.797246)
2021-09-28,0,3,Ponce de Leon Ave NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.35772 33.773817)
2021-09-28,18,3,Ponce de Leon Ave NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.37272 33.773168)
2021-09-28,12,3,Ponce de Leon Ave NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.345227 33.774687)
2021-09-28,0,3,Ponce de Leon Ave NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.359577 33.773798)
2021-09-28,17,3,Exit 61A: Maynard Ter,JAM_HEAVY_TRAFFIC,4,POINT(-84.335646 33.744573)
2021-09-28,21,3,Joseph E. Lowery Blvd SW,JAM_HEAVY_TRAFFIC,2,POINT(-84.417532 33.751061)
2021-09-28,13,3,Martin Luther King Jr Dr,JAM_HEAVY_TRAFFIC,7,POINT(-84.438206 33.752847)
2021-09-28,13,3,Martin Luther King Jr Dr,JAM_HEAVY_TRAFFIC,7,POINT(-84.434692 33.75371)
2021-09-28,20,3,John Lewis Freedom Pkwy NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.371779 33.760248)
2021-09-28,12,3,John Lewis Freedom Pkwy NE,JAM_HEAVY_TRAFFIC,6,POINT(-84.368314 33.760838)
2021-09-28,12,3,Exit 251: I-85 N / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.39559 33.797698)
2021-09-28,20,3,to Memorial Dr / Glenwood Ave,JAM_HEAVY_TRAFFIC,4,POINT(-84.359203 33.742948)
2021-09-28,19,3,to Memorial Dr / Glenwood Ave,JAM_HEAVY_TRAFFIC,4,POINT(-84.35963 33.742957)
2021-09-28,11,3,Exit 58B: Hill St / Turner Field,JAM_HEAVY_TRAFFIC,4,POINT(-84.376934 33.743641)
2021-09-28,12,3,Exit 60B: US-23 N / Moreland Ave,JAM_HEAVY_TRAFFIC,4,POINT(-84.350004 33.745109)
2021-09-28,13,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.39411 33.744987)
2021-09-28,11,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.379389 33.761122)
2021-09-28,15,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.395213 33.744977)
2021-09-28,20,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.389111 33.744507)
2021-09-28,11,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.39136 33.7441)
2021-09-28,11,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.387347 33.74434)
2021-09-28,20,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.386325 33.74737)
2021-09-28,13,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.389944 33.743957)
2021-09-28,21,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.387405 33.744377)
2021-09-28,16,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.393362 33.744871)
2021-09-28,22,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.387621 33.744544)
2021-09-28,18,3,to I-75 N / I-85 N / Chattanooga / Greenville,JAM_HEAVY_TRAFFIC,4,POINT(-84.387812 33.746213)
2021-09-28,21,3,to US-41 / Northside Dr / Mercedes Benz Stadium,JAM_HEAVY_TRAFFIC,4,POINT(-84.41324 33.804945)
2021-09-28,16,3,Exit 249D: US-78 / US-278 / North Ave / Georgia Tech,JAM_HEAVY_TRAFFIC,4,POINT(-84.390642 33.774432)
2021-09-28,11,3,I-20 E,JAM_MODERATE_TRAFFIC,3,POINT(-84.414851 33.741333)
2021-09-28,20,3,I-20 E,JAM_MODERATE_TRAFFIC,3,POINT(-84.415948 33.741377)
2021-09-28,20,3,I-20 E,JAM_MODERATE_TRAFFIC,3,POINT(-84.344801 33.74538)
2021-09-28,21,3,I-20 E,JAM_MODERATE_TRAFFIC,3,POINT(-84.373715 33.743271)
2021-09-28,21,3,I-20 E,JAM_MODERATE_TRAFFIC,3,POINT(-84.443121 33.749792)
2021-09-28,11,3,I-20 E,JAM_MODERATE_TRAFFIC,3,POINT(-84.419895 33.741601)
