index,day_of_week,month,hour,x_coord,y_coord,delays
1984,5.0,4.0,16.0,-84.398978,33.714713,328.275
1985,5.0,4.0,17.0,-84.398978,33.714713,332.975
1986,5.0,4.0,18.0,-84.398978,33.714713,385.3408333333333
1987,5.0,4.0,19.0,-84.398978,33.714713,458.47333333333336
1988,5.0,4.0,20.0,-84.398978,33.714713,394.7633333333333
1989,5.0,4.0,21.0,-84.398978,33.714713,397.0
1990,5.0,4.0,22.0,-84.398978,33.714713,532.6833333333334
1991,5.0,4.0,23.0,-84.398978,33.714713,699.2
1992,5.0,4.0,0.0,-84.398988,33.714696,1018.1
1993,5.0,4.0,1.0,-84.398988,33.714696,1067.1
1994,5.0,4.0,2.0,-84.398988,33.714696,1067.5
1995,5.0,4.0,3.0,-84.398988,33.714696,846.4
1996,5.0,4.0,4.0,-84.398988,33.714696,863.5
1997,5.0,4.0,5.0,-84.398988,33.714696,799.45
1998,5.0,4.0,6.0,-84.398988,33.714696,775.65
1999,5.0,4.0,7.0,-84.398988,33.714696,743.15
2000,5.0,4.0,8.0,-84.398988,33.714696,743.15
2001,5.0,4.0,9.0,-84.398988,33.714696,769.5
2002,5.0,4.0,10.0,-84.398988,33.714696,736.65
2003,5.0,4.0,11.0,-84.398988,33.714696,545.7
2004,5.0,4.0,12.0,-84.398988,33.714696,541.975
2005,5.0,4.0,13.0,-84.398988,33.714696,484.05
2006,5.0,4.0,14.0,-84.398988,33.714696,464.325
2007,5.0,4.0,15.0,-84.398988,33.714696,419.875
2008,5.0,4.0,16.0,-84.398988,33.714696,348.575
2009,5.0,4.0,17.0,-84.398988,33.714696,477.675
2010,5.0,4.0,18.0,-84.398988,33.714696,524.6308333333334
2011,5.0,4.0,19.0,-84.398988,33.714696,412.0133333333333
2012,5.0,4.0,20.0,-84.398988,33.714696,285.86333333333334
2013,5.0,4.0,21.0,-84.398988,33.714696,276.75
2014,5.0,4.0,22.0,-84.398988,33.714696,437.8333333333333
2015,5.0,4.0,23.0,-84.398988,33.714696,753.25
2016,5.0,4.0,0.0,-84.396322,33.719802,382.8666666666667
2017,5.0,4.0,1.0,-84.396322,33.719802,514.1333333333333
2018,5.0,4.0,2.0,-84.396322,33.719802,596.6933333333334
2019,5.0,4.0,3.0,-84.396322,33.719802,499.86833333333334
2020,5.0,4.0,4.0,-84.396322,33.719802,442.1583333333333
2021,5.0,4.0,5.0,-84.396322,33.719802,469.7416666666667
2022,5.0,4.0,6.0,-84.396322,33.719802,410.5083333333333
2023,5.0,4.0,7.0,-84.396322,33.719802,376.3583333333333
2024,5.0,4.0,8.0,-84.396322,33.719802,395.9583333333333
2025,5.0,4.0,9.0,-84.396322,33.719802,375.69166666666666
2026,5.0,4.0,10.0,-84.396322,33.719802,316.9916666666667
2027,5.0,4.0,11.0,-84.396322,33.719802,172.28333333333333
2028,5.0,4.0,12.0,-84.396322,33.719802,108.10833333333332
2029,5.0,4.0,13.0,-84.396322,33.719802,130.9125
2030,5.0,4.0,14.0,-84.396322,33.719802,203.72625
2031,5.0,4.0,15.0,-84.396322,33.719802,260.28583333333336
2032,5.0,4.0,16.0,-84.396322,33.719802,253.49761904761903
2033,5.0,4.0,17.0,-84.396322,33.719802,156.69333333333333
2034,5.0,4.0,18.0,-84.396322,33.719802,182.505
2035,5.0,4.0,19.0,-84.396322,33.719802,193.725
2036,5.0,4.0,20.0,-84.396322,33.719802,234.29000000000002
2037,5.0,4.0,21.0,-84.396322,33.719802,209.32666666666665
2038,5.0,4.0,22.0,-84.396322,33.719802,84.21666666666667
2039,5.0,4.0,23.0,-84.396322,33.719802,84.1
2040,5.0,4.0,0.0,-84.391491,33.741927,208.14666666666668
2041,5.0,4.0,1.0,-84.391491,33.741927,246.275
2042,5.0,4.0,2.0,-84.391491,33.741927,266.55
2043,5.0,4.0,3.0,-84.391491,33.741927,135.50833333333335
2044,5.0,4.0,4.0,-84.391491,33.741927,135.50833333333335
2045,5.0,4.0,5.0,-84.391491,33.741927,135.50833333333335
2046,5.0,4.0,6.0,-84.391491,33.741927,113.45833333333334
2047,5.0,4.0,7.0,-84.391491,33.741927,287.1333333333333
2048,5.0,4.0,8.0,-84.391491,33.741927,286.08333333333337
2049,5.0,4.0,9.0,-84.391491,33.741927,338.0
2050,5.0,4.0,10.0,-84.391491,33.741927,51.25
2051,5.0,4.0,11.0,-84.391491,33.741927,91.345
2052,5.0,4.0,12.0,-84.391491,33.741927,94.21666666666667
2053,5.0,4.0,13.0,-84.391491,33.741927,108.525
2054,5.0,4.0,14.0,-84.391491,33.741927,143.2783333333333
2055,5.0,4.0,15.0,-84.391491,33.741927,144.45416666666668
2056,5.0,4.0,16.0,-84.391491,33.741927,148.20999999999998
2057,5.0,4.0,17.0,-84.391491,33.741927,155.97333333333333
2058,5.0,4.0,18.0,-84.391491,33.741927,122.51916666666666
2059,5.0,4.0,19.0,-84.391491,33.741927,239.08333333333331
2060,5.0,4.0,20.0,-84.391491,33.741927,221.40333333333334
2061,5.0,4.0,21.0,-84.391491,33.741927,228.73958333333334
2062,5.0,4.0,22.0,-84.391491,33.741927,208.33541666666665
2063,5.0,4.0,23.0,-84.391491,33.741927,154.85
2064,5.0,4.0,0.0,-84.378372,33.757545,267.58333333333337
2065,5.0,4.0,1.0,-84.378372,33.757545,387.58333333333337
2066,5.0,4.0,2.0,-84.378372,33.757545,514.4958333333334
2067,5.0,4.0,3.0,-84.378372,33.757545,1287.1833333333332
2068,5.0,4.0,4.0,-84.378372,33.757545,1020.4833333333333
2069,5.0,4.0,5.0,-84.378372,33.757545,1013.3666666666668
2070,5.0,4.0,6.0,-84.378372,33.757545,1010.8666666666668
2071,5.0,4.0,7.0,-84.378372,33.757545,752.6916666666667
2072,5.0,4.0,8.0,-84.378372,33.757545,752.6916666666667
2073,5.0,4.0,9.0,-84.378372,33.757545,752.6916666666667
2074,5.0,4.0,10.0,-84.378372,33.757545,746.9916666666667
2075,5.0,4.0,11.0,-84.378372,33.757545,822.0916666666668
2076,5.0,4.0,12.0,-84.378372,33.757545,814.4416666666667
2077,5.0,4.0,13.0,-84.378372,33.757545,1042.3416666666667
2078,5.0,4.0,14.0,-84.378372,33.757545,201.89166666666668
2079,5.0,4.0,15.0,-84.378372,33.757545,213.7
2080,5.0,4.0,16.0,-84.378372,33.757545,167.21666666666667
2081,5.0,4.0,17.0,-84.378372,33.757545,82.8
2082,5.0,4.0,18.0,-84.378372,33.757545,70.7
2083,5.0,4.0,19.0,-84.378372,33.757545,101.45
2084,5.0,4.0,20.0,-84.378372,33.757545,116.1375
2085,5.0,4.0,21.0,-84.378372,33.757545,122.415
2086,5.0,4.0,22.0,-84.378372,33.757545,127.49000000000001
2087,5.0,4.0,23.0,-84.378372,33.757545,110.225
2088,5.0,4.0,0.0,-84.39352,33.725699,161.2
2089,5.0,4.0,1.0,-84.39352,33.725699,171.45
2090,5.0,4.0,2.0,-84.39352,33.725699,170.1
2091,5.0,4.0,3.0,-84.39352,33.725699,165.15
2092,5.0,4.0,4.0,-84.39352,33.725699,188.3
2093,5.0,4.0,5.0,-84.39352,33.725699,188.3
2094,5.0,4.0,6.0,-84.39352,33.725699,267.8
2095,5.0,4.0,7.0,-84.39352,33.725699,267.8
2096,5.0,4.0,8.0,-84.39352,33.725699,267.8
2097,5.0,4.0,9.0,-84.39352,33.725699,241.45
2098,5.0,4.0,10.0,-84.39352,33.725699,215.85
2099,5.0,4.0,11.0,-84.39352,33.725699,195.71666666666664
2100,5.0,4.0,12.0,-84.39352,33.725699,231.7
2101,5.0,4.0,13.0,-84.39352,33.725699,164.2
2102,5.0,4.0,14.0,-84.39352,33.725699,171.05
2103,5.0,4.0,15.0,-84.39352,33.725699,191.5
2104,5.0,4.0,16.0,-84.39352,33.725699,204.525
2105,5.0,4.0,17.0,-84.39352,33.725699,198.77154761904765
2106,5.0,4.0,18.0,-84.39352,33.725699,217.23333333333335
2107,5.0,4.0,19.0,-84.39352,33.725699,343.9875
2108,5.0,4.0,20.0,-84.39352,33.725699,329.70833333333337
2109,5.0,4.0,21.0,-84.39352,33.725699,264.9125
2110,5.0,4.0,22.0,-84.39352,33.725699,183.3
2111,5.0,4.0,23.0,-84.39352,33.725699,217.14583333333331
2112,5.0,4.0,0.0,-84.396598,33.719427,170.875
2113,5.0,4.0,1.0,-84.396598,33.719427,243.525
2114,5.0,4.0,2.0,-84.396598,33.719427,373.5916666666667
2115,5.0,4.0,3.0,-84.396598,33.719427,333.26666666666665
2116,5.0,4.0,4.0,-84.396598,33.719427,359.70666666666665
2117,5.0,4.0,5.0,-84.396598,33.719427,359.50666666666666
2118,5.0,4.0,6.0,-84.396598,33.719427,426.43999999999994
2119,5.0,4.0,7.0,-84.396598,33.719427,423.37000000000006
2120,5.0,4.0,8.0,-84.396598,33.719427,391.8557142857143
2121,5.0,4.0,9.0,-84.396598,33.719427,420.25571428571436
2122,5.0,4.0,10.0,-84.396598,33.719427,455.8057142857143
2123,5.0,4.0,11.0,-84.396598,33.719427,354.9458333333333
2124,5.0,4.0,12.0,-84.396598,33.719427,200.9875
2125,5.0,4.0,13.0,-84.396598,33.719427,160.7
2126,5.0,4.0,14.0,-84.396598,33.719427,133.28125
2127,5.0,4.0,15.0,-84.396598,33.719427,266.3696428571428
2128,5.0,4.0,16.0,-84.396598,33.719427,215.71190476190478
2129,5.0,4.0,17.0,-84.396598,33.719427,282.48333333333335
2130,5.0,4.0,18.0,-84.396598,33.719427,188.67000000000002
2131,5.0,4.0,19.0,-84.396598,33.719427,159.8466666666667
2132,5.0,4.0,20.0,-84.396598,33.719427,122.65119047619048
2133,5.0,4.0,21.0,-84.396598,33.719427,130.5899603174603
2134,5.0,4.0,22.0,-84.396598,33.719427,173.47363095238097
2135,5.0,4.0,23.0,-84.396598,33.719427,113.93547619047618
2136,5.0,4.0,0.0,-84.390804,33.789087,242.30095238095237
2137,5.0,4.0,1.0,-84.390804,33.789087,372.0183333333333
2138,5.0,4.0,2.0,-84.390804,33.789087,417.8783333333333
2139,5.0,4.0,3.0,-84.390804,33.789087,451.79499999999996
2140,5.0,4.0,4.0,-84.390804,33.789087,426.09499999999997
2141,5.0,4.0,5.0,-84.390804,33.789087,399.695
2142,5.0,4.0,6.0,-84.390804,33.789087,373.29499999999996
2143,5.0,4.0,7.0,-84.390804,33.789087,424.91999999999996
2144,5.0,4.0,8.0,-84.390804,33.789087,645.77
2145,5.0,4.0,9.0,-84.390804,33.789087,869.6375
2146,5.0,4.0,10.0,-84.390804,33.789087,305.6590789473684
2147,5.0,4.0,11.0,-84.390804,33.789087,305.6590789473684
2148,5.0,4.0,12.0,-84.390804,33.789087,249.97750000000002
2149,5.0,4.0,13.0,-84.390804,33.789087,291.64
2150,5.0,4.0,14.0,-84.390804,33.789087,378.4525
2151,5.0,4.0,15.0,-84.390804,33.789087,339.3275
2152,5.0,4.0,16.0,-84.390804,33.789087,268.02750000000003
2153,5.0,4.0,17.0,-84.390804,33.789087,254.64625
2154,5.0,4.0,18.0,-84.390804,33.789087,337.355
2155,5.0,4.0,19.0,-84.390804,33.789087,526.8108333333333
2156,5.0,4.0,20.0,-84.390804,33.789087,597.9816666666666
2157,5.0,4.0,21.0,-84.390804,33.789087,1009.5125
2158,5.0,4.0,22.0,-84.390804,33.789087,579.2416666666667
2159,5.0,4.0,23.0,-84.390804,33.789087,462.0708333333334
2160,5.0,4.0,0.0,-84.392722,33.72917,188.07
2161,5.0,4.0,1.0,-84.392722,33.72917,205.13666666666668
2162,5.0,4.0,2.0,-84.392722,33.72917,211.82
2163,5.0,4.0,3.0,-84.392722,33.72917,205.92
2164,5.0,4.0,4.0,-84.392722,33.72917,210.42
2165,5.0,4.0,5.0,-84.392722,33.72917,210.01999999999998
2166,5.0,4.0,6.0,-84.392722,33.72917,331.96999999999997
2167,5.0,4.0,7.0,-84.392722,33.72917,336.21999999999997
2168,5.0,4.0,8.0,-84.392722,33.72917,335.96999999999997
2169,5.0,4.0,9.0,-84.392722,33.72917,332.96999999999997
2170,5.0,4.0,10.0,-84.392722,33.72917,234.89499999999998
2171,5.0,4.0,11.0,-84.392722,33.72917,255.125
2172,5.0,4.0,12.0,-84.392722,33.72917,204.73333333333332
2173,5.0,4.0,13.0,-84.392722,33.72917,174.35
2174,5.0,4.0,14.0,-84.392722,33.72917,182.9
2175,5.0,4.0,15.0,-84.392722,33.72917,175.125
2176,5.0,4.0,16.0,-84.392722,33.72917,168.95
2177,5.0,4.0,17.0,-84.392722,33.72917,203.55
2178,5.0,4.0,18.0,-84.392722,33.72917,345.075
2179,5.0,4.0,19.0,-84.392722,33.72917,421.575
2180,5.0,4.0,20.0,-84.392722,33.72917,516.675
2181,5.0,4.0,21.0,-84.392722,33.72917,499.125
2182,5.0,4.0,22.0,-84.392722,33.72917,349.15
2183,5.0,4.0,23.0,-84.392722,33.72917,405.7025
2184,5.0,4.0,0.0,-84.396293,33.799299,278.25
2185,5.0,4.0,1.0,-84.396293,33.799299,338.8
2186,5.0,4.0,2.0,-84.396293,33.799299,318.25
2187,5.0,4.0,3.0,-84.396293,33.799299,261.5
2188,5.0,4.0,4.0,-84.396293,33.799299,252.75
2189,5.0,4.0,5.0,-84.396293,33.799299,426.55
2190,5.0,4.0,6.0,-84.396293,33.799299,331.15
2191,5.0,4.0,7.0,-84.396293,33.799299,242.55
2192,5.0,4.0,8.0,-84.396293,33.799299,247.0083333333333
2193,5.0,4.0,9.0,-84.396293,33.799299,387.95833333333337
2194,5.0,4.0,10.0,-84.396293,33.799299,272.1933333333333
2195,5.0,4.0,11.0,-84.396293,33.799299,192.81451839826838
2196,5.0,4.0,12.0,-84.396293,33.799299,293.40595238095244
2197,5.0,4.0,13.0,-84.396293,33.799299,274.1166666666667
2198,5.0,4.0,14.0,-84.396293,33.799299,299.30333333333334
2199,5.0,4.0,15.0,-84.396293,33.799299,281.84333333333336
2200,5.0,4.0,16.0,-84.396293,33.799299,440.4831926406926
2201,5.0,4.0,17.0,-84.396293,33.799299,400.90625
2202,5.0,4.0,18.0,-84.396293,33.799299,316.17291666666665
2203,5.0,4.0,19.0,-84.396293,33.799299,420.8
2204,5.0,4.0,20.0,-84.396293,33.799299,370.66999999999996
2205,5.0,4.0,21.0,-84.396293,33.799299,344.5366666666667
2206,5.0,4.0,22.0,-84.396293,33.799299,302.16666666666663
2207,5.0,4.0,23.0,-84.396293,33.799299,270.56666666666666
2208,5.0,4.0,0.0,-84.387621,33.746734,274.575
2209,5.0,4.0,1.0,-84.387621,33.746734,219.75
2210,5.0,4.0,2.0,-84.387621,33.746734,233.8
2211,5.0,4.0,3.0,-84.387621,33.746734,255.35
2212,5.0,4.0,4.0,-84.387621,33.746734,273.54999999999995
2213,5.0,4.0,5.0,-84.387621,33.746734,306.34999999999997
2214,5.0,4.0,6.0,-84.387621,33.746734,303.4
2215,5.0,4.0,7.0,-84.387621,33.746734,310.8666666666667
2216,5.0,4.0,8.0,-84.387621,33.746734,246.06666666666666
2217,5.0,4.0,9.0,-84.387621,33.746734,324.53749999999997
2218,5.0,4.0,10.0,-84.387621,33.746734,120.53
2219,5.0,4.0,11.0,-84.387621,33.746734,118.675
2220,5.0,4.0,12.0,-84.387621,33.746734,83.03333333333333
2221,5.0,4.0,13.0,-84.387621,33.746734,84.37142857142858
2222,5.0,4.0,14.0,-84.387621,33.746734,112.26666666666665
2223,5.0,4.0,15.0,-84.387621,33.746734,87.28333333333333
2224,5.0,4.0,16.0,-84.387621,33.746734,79.85499999999999
2225,5.0,4.0,17.0,-84.387621,33.746734,88.55416666666666
2226,5.0,4.0,18.0,-84.387621,33.746734,100.57666666666667
2227,5.0,4.0,19.0,-84.387621,33.746734,143.44166666666666
2228,5.0,4.0,20.0,-84.387621,33.746734,136.08333333333331
2229,5.0,4.0,21.0,-84.387621,33.746734,189.4
2230,5.0,4.0,22.0,-84.387621,33.746734,182.01666666666668
2231,5.0,4.0,23.0,-84.387621,33.746734,168.81666666666666
2232,5.0,4.0,0.0,-84.401105,33.711787,418.65
2233,5.0,4.0,1.0,-84.401105,33.711787,418.0
2234,5.0,4.0,2.0,-84.401105,33.711787,418.0
2235,5.0,4.0,3.0,-84.401105,33.711787,456.45
2236,5.0,4.0,4.0,-84.401105,33.711787,503.8
2237,5.0,4.0,5.0,-84.401105,33.711787,470.15
2238,5.0,4.0,6.0,-84.401105,33.711787,439.75
2239,5.0,4.0,7.0,-84.401105,33.711787,466.4625
2240,5.0,4.0,8.0,-84.401105,33.711787,428.7125
2241,5.0,4.0,9.0,-84.401105,33.711787,428.7125
2242,5.0,4.0,10.0,-84.401105,33.711787,411.45
2243,5.0,4.0,11.0,-84.401105,33.711787,363.925
2244,5.0,4.0,12.0,-84.401105,33.711787,310.375
2245,5.0,4.0,13.0,-84.401105,33.711787,402.625
2246,5.0,4.0,14.0,-84.401105,33.711787,419.5845238095238
2247,5.0,4.0,15.0,-84.401105,33.711787,280.0511904761905
2248,5.0,4.0,16.0,-84.401105,33.711787,262.17619047619047
2249,5.0,4.0,17.0,-84.401105,33.711787,275.1928571428572
2250,5.0,4.0,18.0,-84.401105,33.711787,296.91666666666663
2251,5.0,4.0,19.0,-84.401105,33.711787,554.525
2252,5.0,4.0,20.0,-84.401105,33.711787,543.5208333333334
2253,5.0,4.0,21.0,-84.401105,33.711787,456.5
2254,5.0,4.0,22.0,-84.401105,33.711787,331.25666666666666
2255,5.0,4.0,23.0,-84.401105,33.711787,301.18333333333334
2256,5.0,4.0,0.0,-84.379915,33.751592,1006.9649999999999
2257,5.0,4.0,1.0,-84.379915,33.751592,800.85
2258,5.0,4.0,2.0,-84.379915,33.751592,618.1083333333333
2259,5.0,4.0,3.0,-84.379915,33.751592,933.4166666666666
2260,5.0,4.0,4.0,-84.379915,33.751592,282.2833333333333
2261,5.0,4.0,5.0,-84.379915,33.751592,286.8666666666667
2262,5.0,4.0,6.0,-84.379915,33.751592,106.05
2263,5.0,4.0,7.0,-84.379915,33.751592,93.48333333333333
2264,5.0,4.0,8.0,-84.379915,33.751592,93.33333333333334
2265,5.0,4.0,9.0,-84.379915,33.751592,93.48333333333333
2266,5.0,4.0,10.0,-84.379915,33.751592,104.86666666666667
2267,5.0,4.0,11.0,-84.379915,33.751592,120.41666666666666
2268,5.0,4.0,12.0,-84.379915,33.751592,135.22083333333336
2269,5.0,4.0,13.0,-84.379915,33.751592,170.9875
2270,5.0,4.0,14.0,-84.379915,33.751592,151.4
2271,5.0,4.0,15.0,-84.379915,33.751592,139.24940476190477
2272,5.0,4.0,16.0,-84.379915,33.751592,144.60416666666669
2273,5.0,4.0,17.0,-84.379915,33.751592,119.16666666666666
2274,5.0,4.0,18.0,-84.379915,33.751592,120.21833333333332
2275,5.0,4.0,19.0,-84.379915,33.751592,288.175
2276,5.0,4.0,20.0,-84.379915,33.751592,443.6
2277,5.0,4.0,21.0,-84.379915,33.751592,352.4333333333333
2278,5.0,4.0,22.0,-84.379915,33.751592,164.37916666666666
2279,5.0,4.0,23.0,-84.379915,33.751592,95.24583333333332
2280,5.0,4.0,0.0,-84.400237,33.712995,526.0
2281,5.0,4.0,1.0,-84.400237,33.712995,573.4
2282,5.0,4.0,2.0,-84.400237,33.712995,570.9
2283,5.0,4.0,3.0,-84.400237,33.712995,610.775
2284,5.0,4.0,4.0,-84.400237,33.712995,661.225
2285,5.0,4.0,5.0,-84.400237,33.712995,621.825
2286,5.0,4.0,6.0,-84.400237,33.712995,520.125
2287,5.0,4.0,7.0,-84.400237,33.712995,558.1875
2288,5.0,4.0,8.0,-84.400237,33.712995,524.6208333333334
2289,5.0,4.0,9.0,-84.400237,33.712995,524.6208333333334
2290,5.0,4.0,10.0,-84.400237,33.712995,529.1083333333333
2291,5.0,4.0,11.0,-84.400237,33.712995,425.175
2292,5.0,4.0,12.0,-84.400237,33.712995,435.5283333333333
2293,5.0,4.0,13.0,-84.400237,33.712995,460.6833333333333
2294,5.0,4.0,14.0,-84.400237,33.712995,444.0916666666666
2295,5.0,4.0,15.0,-84.400237,33.712995,346.73333333333335
2296,5.0,4.0,16.0,-84.400237,33.712995,396.17083333333335
2297,5.0,4.0,17.0,-84.400237,33.712995,396.15833333333336
2298,5.0,4.0,18.0,-84.400237,33.712995,434.2041666666666
2299,5.0,4.0,19.0,-84.400237,33.712995,437.6
2300,5.0,4.0,20.0,-84.400237,33.712995,455.8
2301,5.0,4.0,21.0,-84.400237,33.712995,363.94166666666666
2302,5.0,4.0,22.0,-84.400237,33.712995,414.7166666666667
2303,5.0,4.0,23.0,-84.400237,33.712995,401.8833333333333
2304,5.0,4.0,0.0,-84.403869,33.801957,278.4863095238095
2305,5.0,4.0,1.0,-84.403869,33.801957,293.9738095238095
2306,5.0,4.0,2.0,-84.403869,33.801957,298.5613095238095
2307,5.0,4.0,3.0,-84.403869,33.801957,280.0571428571428
2308,5.0,4.0,4.0,-84.403869,33.801957,159.75
2309,5.0,4.0,5.0,-84.403869,33.801957,173.85
2310,5.0,4.0,6.0,-84.403869,33.801957,269.5
2311,5.0,4.0,7.0,-84.403869,33.801957,251.75
2312,5.0,4.0,8.0,-84.403869,33.801957,308.85
2313,5.0,4.0,9.0,-84.403869,33.801957,457.35
2314,5.0,4.0,10.0,-84.403869,33.801957,367.5
2315,5.0,4.0,11.0,-84.403869,33.801957,407.55
2316,5.0,4.0,12.0,-84.403869,33.801957,424.9
2317,5.0,4.0,13.0,-84.403869,33.801957,431.85
2318,5.0,4.0,14.0,-84.403869,33.801957,463.6966666666666
2319,5.0,4.0,15.0,-84.403869,33.801957,426.5333333333333
2320,5.0,4.0,16.0,-84.403869,33.801957,316.33333333333337
2321,5.0,4.0,17.0,-84.403869,33.801957,245.15
2322,5.0,4.0,18.0,-84.403869,33.801957,245.3
2323,5.0,4.0,19.0,-84.403869,33.801957,245.25
2324,5.0,4.0,20.0,-84.403869,33.801957,246.55
2325,5.0,4.0,21.0,-84.403869,33.801957,295.2
2326,5.0,4.0,22.0,-84.403869,33.801957,344.65
2327,5.0,4.0,23.0,-84.403869,33.801957,344.65
2328,5.0,4.0,0.0,-84.392858,33.728838,110.7875
2329,5.0,4.0,1.0,-84.392858,33.728838,131.27083333333331
2330,5.0,4.0,2.0,-84.392858,33.728838,135.52083333333334
2331,5.0,4.0,3.0,-84.392858,33.728838,132.97083333333336
2332,5.0,4.0,4.0,-84.392858,33.728838,159.57083333333333
2333,5.0,4.0,5.0,-84.392858,33.728838,159.17083333333332
2334,5.0,4.0,6.0,-84.392858,33.728838,286.42083333333335
2335,5.0,4.0,7.0,-84.392858,33.728838,291.2541666666667
2336,5.0,4.0,8.0,-84.392858,33.728838,291.0041666666667
2337,5.0,4.0,9.0,-84.392858,33.728838,300.0041666666667
2338,5.0,4.0,10.0,-84.392858,33.728838,213.55416666666665
2339,5.0,4.0,11.0,-84.392858,33.728838,176.83583333333328
2340,5.0,4.0,12.0,-84.392858,33.728838,155.05833333333334
2341,5.0,4.0,13.0,-84.392858,33.728838,159.875
2342,5.0,4.0,14.0,-84.392858,33.728838,149.05
2343,5.0,4.0,15.0,-84.392858,33.728838,168.65000000000003
2344,5.0,4.0,16.0,-84.392858,33.728838,195.03333333333333
2345,5.0,4.0,17.0,-84.392858,33.728838,196.55
2346,5.0,4.0,18.0,-84.392858,33.728838,430.925
2347,5.0,4.0,19.0,-84.392858,33.728838,490.725
2348,5.0,4.0,20.0,-84.392858,33.728838,574.475
2349,5.0,4.0,21.0,-84.392858,33.728838,628.6
2350,5.0,4.0,22.0,-84.392858,33.728838,448.125
2351,5.0,4.0,23.0,-84.392858,33.728838,367.81750000000005
2352,5.0,4.0,0.0,-84.385633,33.747915,180.18333333333334
2353,5.0,4.0,1.0,-84.385633,33.747915,182.78333333333336
2354,5.0,4.0,2.0,-84.385633,33.747915,208.3
2355,5.0,4.0,3.0,-84.385633,33.747915,196.15
2356,5.0,4.0,4.0,-84.385633,33.747915,314.4
2357,5.0,4.0,5.0,-84.385633,33.747915,407.75
2358,5.0,4.0,6.0,-84.385633,33.747915,471.95
2359,5.0,4.0,7.0,-84.385633,33.747915,603.15
2360,5.0,4.0,8.0,-84.385633,33.747915,492.45
2361,5.0,4.0,9.0,-84.385633,33.747915,339.925
2362,5.0,4.0,10.0,-84.385633,33.747915,199.98
2363,5.0,4.0,11.0,-84.385633,33.747915,225.875
2364,5.0,4.0,12.0,-84.385633,33.747915,83.0
2365,5.0,4.0,13.0,-84.385633,33.747915,89.45
2366,5.0,4.0,14.0,-84.385633,33.747915,86.3
2367,5.0,4.0,15.0,-84.385633,33.747915,109.48333333333335
2368,5.0,4.0,16.0,-84.385633,33.747915,85.48333333333333
2369,5.0,4.0,17.0,-84.385633,33.747915,103.16190476190476
2370,5.0,4.0,18.0,-84.385633,33.747915,92.11249999999998
2371,5.0,4.0,19.0,-84.385633,33.747915,224.46111111111114
2372,5.0,4.0,20.0,-84.385633,33.747915,185.16666666666669
2373,5.0,4.0,21.0,-84.385633,33.747915,194.00000000000003
2374,5.0,4.0,22.0,-84.385633,33.747915,172.15
2375,5.0,4.0,23.0,-84.385633,33.747915,138.1
2376,5.0,4.0,0.0,-84.396322,33.719764,382.8666666666667
2377,5.0,4.0,1.0,-84.396322,33.719764,514.1333333333333
2378,5.0,4.0,2.0,-84.396322,33.719764,596.6933333333334
2379,5.0,4.0,3.0,-84.396322,33.719764,499.86833333333334
2380,5.0,4.0,4.0,-84.396322,33.719764,452.1083333333333
2381,5.0,4.0,5.0,-84.396322,33.719764,479.6916666666667
2382,5.0,4.0,6.0,-84.396322,33.719764,418.9083333333333
2383,5.0,4.0,7.0,-84.396322,33.719764,384.7583333333333
2384,5.0,4.0,8.0,-84.396322,33.719764,406.6440476190476
2385,5.0,4.0,9.0,-84.396322,33.719764,386.377380952381
2386,5.0,4.0,10.0,-84.396322,33.719764,323.72738095238094
2387,5.0,4.0,11.0,-84.396322,33.719764,178.83333333333331
2388,5.0,4.0,12.0,-84.396322,33.719764,120.34166666666667
2389,5.0,4.0,13.0,-84.396322,33.719764,157.3875
2390,5.0,4.0,14.0,-84.396322,33.719764,203.60625
2391,5.0,4.0,15.0,-84.396322,33.719764,227.43666666666664
2392,5.0,4.0,16.0,-84.396322,33.719764,233.95666666666665
2393,5.0,4.0,17.0,-84.396322,33.719764,195.0
2394,5.0,4.0,18.0,-84.396322,33.719764,210.55222222222218
2395,5.0,4.0,19.0,-84.396322,33.719764,202.4831746031746
2396,5.0,4.0,20.0,-84.396322,33.719764,205.58186507936506
2397,5.0,4.0,21.0,-84.396322,33.719764,219.2111904761905
2398,5.0,4.0,22.0,-84.396322,33.719764,133.775
2399,5.0,4.0,23.0,-84.396322,33.719764,144.2
2400,5.0,4.0,0.0,-84.400033,33.713245,585.75
2401,5.0,4.0,1.0,-84.400033,33.713245,633.15
2402,5.0,4.0,2.0,-84.400033,33.713245,633.75
2403,5.0,4.0,3.0,-84.400033,33.713245,480.0125
2404,5.0,4.0,4.0,-84.400033,33.713245,530.4625
2405,5.0,4.0,5.0,-84.400033,33.713245,491.0625
2406,5.0,4.0,6.0,-84.400033,33.713245,421.1125
2407,5.0,4.0,7.0,-84.400033,33.713245,478.325
2408,5.0,4.0,8.0,-84.400033,33.713245,434.275
2409,5.0,4.0,9.0,-84.400033,33.713245,434.275
2410,5.0,4.0,10.0,-84.400033,33.713245,379.5625
2411,5.0,4.0,11.0,-84.400033,33.713245,412.7625
2412,5.0,4.0,12.0,-84.400033,33.713245,375.9625
2413,5.0,4.0,13.0,-84.400033,33.713245,428.5083333333333
2414,5.0,4.0,14.0,-84.400033,33.713245,354.8666666666667
2415,5.0,4.0,15.0,-84.400033,33.713245,267.15
2416,5.0,4.0,16.0,-84.400033,33.713245,348.65416666666664
